MSSubClass,MSZoning,LotArea,LotShape,LandContour,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageArea,MoSold,YrSold,SaleCondition,SalePrice,TotalSF
20,RL,11844,IR1,Lvl,1Fam,1Story,8,5,2008,GasA,Y,SBrkr,2046,2,3,1,7,1,Attchd,834,7,2009,Partial,372500,4092
20,RL,9945,IR1,Lvl,1Fam,1Story,5,5,1961,GasA,Y,SBrkr,988,1,3,1,5,0,Detchd,572,10,2007,Normal,128500,1976
120,RL,8012,Reg,Lvl,TwnhsE,1Story,6,5,1980,GasA,Y,SBrkr,923,2,2,1,5,1,Attchd,264,5,2010,Normal,143000,1846
50,RH,4500,IR2,Bnk,1Fam,1.5Fin,5,5,1932,GasA,Y,SBrkr,1520,1,3,1,6,0,Detchd,281,7,2009,Abnorml,159434,2313
120,RL,2887,Reg,HLS,1Fam,1Story,6,5,1996,GasA,Y,SBrkr,1291,1,2,1,6,1,Attchd,431,11,2008,Normal,173000,2582
20,RL,11248,IR1,Lvl,1Fam,1Story,9,5,2002,GasA,Y,SBrkr,1668,2,3,1,7,1,Attchd,702,7,2007,Normal,285000,3294
60,RL,16770,IR2,Lvl,1Fam,2Story,7,5,1998,GasA,Y,SBrkr,1839,2,4,1,7,0,Attchd,486,6,2010,Normal,221000,3034
160,RL,5062,IR1,Lvl,TwnhsE,2Story,7,5,1984,GasA,Y,SBrkr,2090,2,3,1,6,1,Attchd,577,9,2007,Normal,207500,3280
60,FV,10207,Reg,Lvl,1Fam,2Story,7,6,2007,GasA,Y,SBrkr,1761,3,3,1,7,0,Attchd,578,8,2007,Partial,227875,2635
160,FV,5105,IR2,Lvl,TwnhsE,2Story,7,5,2004,GasA,Y,SBrkr,1102,2,2,1,4,0,Detchd,480,3,2007,Normal,148800,1653
20,RL,8089,Reg,HLS,1Fam,1Story,8,6,2007,GasA,Y,SBrkr,1419,2,2,1,7,1,Attchd,567,10,2007,Partial,392000,2838
120,RL,7577,IR1,Lvl,TwnhsE,1Story,6,5,2005,GasA,Y,SBrkr,1362,2,2,1,6,1,Attchd,460,6,2007,Normal,194700,2724
120,RM,4426,Reg,Lvl,TwnhsE,1Story,6,5,2004,GasA,Y,SBrkr,848,1,1,1,3,1,Attchd,420,5,2008,Normal,141000,1696
60,RL,21535,IR1,Lvl,1Fam,2Story,10,6,1994,GasA,Y,SBrkr,4316,3,4,1,10,2,Attchd,832,1,2007,Normal,755000,6760
60,RL,26178,IR1,Lvl,1Fam,2Story,7,5,1989,GasA,Y,SBrkr,2519,2,4,1,9,2,Attchd,628,4,2006,Normal,335000,3729
30,RL,5400,Reg,Lvl,1Fam,1Story,5,6,1921,GasA,Y,SBrkr,1073,1,2,1,4,0,Detchd,326,12,2006,Abnorml,108480,2146
50,RM,6120,Reg,Lvl,1Fam,1.5Fin,5,6,1936,GasA,Y,SBrkr,1539,1,3,1,5,0,Detchd,576,4,2009,Normal,141500,2466
20,RL,13811,IR1,Lvl,1Fam,1Story,6,6,1987,GasA,Y,SBrkr,1137,2,2,1,5,1,Attchd,551,7,2006,Normal,176000,2249
30,RM,6000,Reg,Lvl,1Fam,1Story,5,7,1921,GasA,Y,SBrkr,616,1,2,1,4,0,Detchd,205,6,2006,Normal,89000,1232
20,RL,6420,IR1,Lvl,1Fam,1Story,5,7,1952,GasA,Y,FuseA,1148,1,2,1,6,0,Detchd,308,9,2006,Normal,123500,2128
20,RL,8450,Reg,Lvl,1Fam,1Story,5,8,1965,GasA,Y,SBrkr,894,1,3,1,5,1,Detchd,336,4,2010,Normal,138500,1788
120,FV,4282,IR2,Lvl,TwnhsE,1Story,7,5,2004,GasA,Y,SBrkr,1391,2,2,1,5,0,Attchd,530,7,2008,Normal,196000,2782
20,RL,14331,Reg,Lvl,1Fam,1Story,8,5,2002,GasA,Y,SBrkr,1800,2,3,1,7,1,Attchd,765,5,2006,Normal,312500,3600
20,RL,9600,Reg,Lvl,1Fam,1Story,7,5,1969,GasA,Y,SBrkr,1164,1,3,1,6,0,Attchd,528,7,2006,Normal,140000,2328
60,RL,12438,IR1,Lvl,1Fam,2Story,8,5,2006,GasA,Y,SBrkr,2576,2,4,1,10,1,BuiltIn,666,7,2006,Partial,361919,3810
190,RM,7630,Reg,Lvl,2fmCon,2Story,5,9,1900,GasA,Y,SBrkr,1812,2,4,2,8,1,Detchd,672,5,2010,Normal,140000,2172
20,RL,8400,Reg,Lvl,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1484,2,3,1,7,0,Attchd,606,5,2010,Normal,213000,2957
190,RM,5600,Reg,Lvl,2fmCon,2Story,4,5,1930,GasA,N,SBrkr,1092,2,3,2,7,0,,0,7,2010,Normal,55000,1092
20,RL,115149,IR2,Low,1Fam,1Story,7,5,1971,GasA,Y,SBrkr,1824,2,2,1,5,2,Attchd,739,6,2007,Normal,302000,3467
120,RL,6240,Reg,Lvl,TwnhsE,1Story,8,5,2006,GasA,Y,SBrkr,1324,2,2,1,6,1,Attchd,550,12,2009,Normal,254000,2648
60,RL,9018,IR1,Lvl,1Fam,2Story,7,5,2007,GasA,Y,SBrkr,1456,2,3,1,8,1,Attchd,400,7,2007,Partial,179540,2184
20,RL,7162,IR1,Lvl,1Fam,1Story,5,7,1966,GasA,Y,SBrkr,904,1,3,1,6,0,Attchd,408,12,2008,Abnorml,109900,1780
30,RL,4130,IR1,Lvl,1Fam,1Story,3,6,1935,GasA,Y,SBrkr,729,1,2,1,5,0,,0,7,2008,Normal,52000,999
50,C (all),8712,Reg,HLS,1Fam,1.5Fin,4,7,1900,GasA,Y,SBrkr,1178,1,2,1,7,0,Detchd,384,1,2010,Abnorml,102776,2037
120,RL,4671,IR1,HLS,TwnhsE,1Story,8,5,1988,GasA,Y,SBrkr,1228,2,2,1,5,1,Attchd,472,10,2008,Normal,189000,2456
190,RL,9873,Reg,Lvl,2fmCon,1Story,4,5,1970,GasW,N,SBrkr,960,1,3,1,6,0,Detchd,576,5,2006,Normal,129000,1920
60,RL,13517,IR1,Lvl,1Fam,2Story,6,8,1976,GasA,Y,SBrkr,1479,2,3,1,6,0,Attchd,475,3,2010,Normal,130500,2204
20,RL,10140,Reg,Lvl,1Fam,1Story,6,5,1974,GasA,Y,SBrkr,1350,2,3,1,7,1,Attchd,478,8,2009,Normal,165000,2414
70,RM,10800,Reg,Bnk,1Fam,2Story,7,8,1890,GasA,Y,SBrkr,2554,1,3,1,8,0,Detchd,704,7,2007,Normal,159500,3272
20,RL,10000,Reg,Lvl,1Fam,1Story,5,6,1973,GasA,Y,SBrkr,1178,1,3,1,5,1,Attchd,439,11,2008,Normal,157000,2354
60,RL,10542,Reg,Lvl,1Fam,2Story,7,5,1993,GasA,Y,SBrkr,2418,2,3,1,9,1,Attchd,983,8,2008,Normal,341000,3729
20,RL,9920,IR1,Lvl,1Fam,1Story,5,6,1969,GasA,Y,SBrkr,971,1,3,1,5,1,Attchd,300,5,2006,Normal,128500,1942
120,RL,6563,IR1,Low,1Fam,1Story,8,5,1985,GasA,Y,SBrkr,1742,2,2,1,5,1,Attchd,564,12,2006,Normal,275000,3484
120,RM,4426,Reg,Lvl,TwnhsE,1Story,6,5,2004,GasA,Y,SBrkr,848,1,1,1,3,0,Attchd,420,5,2010,Normal,143000,1696
20,RL,8120,Reg,Lvl,1Fam,1Story,4,7,1970,GasA,Y,SBrkr,864,1,3,1,5,0,Detchd,463,7,2009,Normal,124500,1728
50,RL,8172,Reg,Lvl,1Fam,1.5Fin,4,6,1954,GasA,Y,SBrkr,1470,2,4,1,7,0,Detchd,548,5,2008,Normal,135000,2411
20,RL,13286,IR1,Lvl,1Fam,1Story,9,5,2007,GasA,Y,SBrkr,1698,2,3,1,8,1,Attchd,768,2,2009,Normal,320000,3396
20,RL,6960,Reg,Lvl,1Fam,1Story,4,6,1970,GasA,Y,SBrkr,864,1,3,1,5,0,Detchd,660,11,2009,Normal,120500,1728
20,RL,21695,IR1,Lvl,1Fam,1Story,6,9,1988,GasA,Y,SBrkr,1680,2,3,1,5,1,Attchd,540,12,2009,Normal,222000,2560
20,RL,7314,Reg,Lvl,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1232,2,2,1,6,0,Attchd,632,2,2009,Normal,194500,2464
90,RL,11475,Reg,Lvl,Duplex,1Story,5,5,1958,GasA,Y,SBrkr,1776,2,4,2,9,0,Detchd,888,7,2009,Abnorml,110000,3360
30,RM,6240,Reg,Lvl,1Fam,1.5Fin,4,5,1925,GasA,Y,FuseA,1208,1,2,1,5,0,Detchd,539,1,2009,Normal,103000,1628
120,RL,5389,IR1,Lvl,TwnhsE,1Story,8,5,1995,GasA,Y,SBrkr,1616,2,2,1,5,1,Attchd,608,3,2010,Normal,236500,3211
80,RL,9590,IR1,Lvl,1Fam,SLvl,7,5,2003,GasA,Y,SBrkr,1146,2,3,1,6,1,Attchd,438,5,2007,Normal,187500,2014
60,RL,11404,IR1,Lvl,1Fam,2Story,7,5,1998,GasA,Y,SBrkr,2031,2,3,1,8,1,Attchd,541,7,2008,Normal,222500,3184
20,RL,10000,Reg,Lvl,1Fam,1Story,5,6,1961,GasA,Y,SBrkr,1144,1,3,1,6,1,Attchd,264,3,2009,Normal,131400,2008
20,RL,8978,IR1,Lvl,1Fam,1Story,5,5,1968,GasA,Y,SBrkr,948,1,3,1,6,0,Attchd,300,5,2007,Family,108000,1896
75,RM,10800,Reg,Lvl,1Fam,2.5Unf,7,7,1914,GasW,N,SBrkr,1768,1,2,1,6,2,Detchd,320,10,2006,Normal,163000,2648
90,RL,8544,Reg,Lvl,Duplex,1Story,3,4,1950,GasA,N,FuseF,1040,2,2,2,6,0,Detchd,400,7,2006,Normal,93500,1040
60,RL,10463,IR1,HLS,1Fam,2Story,8,5,2005,GasA,Y,SBrkr,1801,2,3,1,8,1,Attchd,800,6,2006,Normal,239900,2694
90,RL,10800,Reg,Lvl,Duplex,1Story,5,5,1987,GasA,Y,SBrkr,1200,3,3,1,5,0,,0,3,2009,Alloca,179000,2400
60,RL,9313,IR1,Lvl,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,1728,2,3,1,7,0,Attchd,572,4,2009,Normal,190000,2592
70,RM,9600,Reg,Lvl,1Fam,2Story,5,7,1910,GasA,Y,SBrkr,1432,2,2,1,7,0,Detchd,360,5,2007,Abnorml,132000,1696
20,RL,6768,IR1,Lvl,1Fam,1Story,6,8,1961,GasA,Y,SBrkr,912,1,3,1,5,0,Detchd,288,5,2008,Normal,142000,1824
20,RL,8450,Reg,Lvl,1Fam,1Story,7,5,2000,GasA,Y,SBrkr,1349,2,3,1,6,0,Attchd,539,12,2007,Normal,179000,2698
80,RL,12886,IR1,Lvl,1Fam,SLvl,5,6,1963,GasA,Y,SBrkr,1464,2,3,1,6,1,Attchd,480,10,2009,Normal,175000,1984
120,RL,5395,IR1,HLS,TwnhsE,1Story,8,5,1993,GasA,Y,SBrkr,1337,2,2,1,5,1,Attchd,462,10,2008,Normal,180000,2674
60,RL,8963,IR1,Lvl,1Fam,2Story,8,9,1976,GasA,Y,SBrkr,2715,3,4,1,11,2,BuiltIn,831,7,2008,Normal,299800,3857
60,RL,8795,IR1,Lvl,1Fam,2Story,7,5,2000,GasA,Y,SBrkr,2256,2,4,1,8,1,BuiltIn,554,4,2009,Normal,236000,3208
70,RM,11700,IR1,Lvl,1Fam,2Story,7,7,1880,GasW,N,SBrkr,2640,1,4,1,8,1,Detchd,864,5,2009,Normal,265979,3880
20,RL,10593,IR1,Lvl,1Fam,1Story,7,5,1996,GasA,Y,SBrkr,1720,2,3,1,7,1,Attchd,527,3,2010,Normal,260400,3440
50,RL,8405,Reg,Lvl,1Fam,1.5Fin,4,3,1945,Wall,N,FuseF,1529,2,4,1,9,0,Detchd,240,4,2009,Normal,98000,1529
50,RM,8800,Reg,Lvl,1Fam,1.5Fin,4,7,1910,GasA,Y,SBrkr,1140,1,3,1,7,0,,0,6,2010,Normal,96500,1716
60,RL,7750,Reg,Lvl,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,1320,2,3,1,6,0,Attchd,400,8,2007,Normal,162000,1980
20,RL,9236,IR1,Lvl,1Fam,1Story,6,5,1997,GasA,Y,SBrkr,1494,2,3,1,6,0,Attchd,576,7,2006,Normal,217000,2973
60,RL,10240,Reg,Lvl,1Fam,2Story,8,5,2005,GasA,Y,SBrkr,2098,2,3,1,8,1,Attchd,878,3,2006,Normal,275500,3128
20,RL,7930,Reg,Lvl,1Fam,1Story,6,8,1969,GasA,Y,SBrkr,1026,1,3,1,5,0,Detchd,440,7,2009,Normal,156000,2052
160,FV,3230,Reg,Lvl,TwnhsE,2Story,6,5,1999,GasA,Y,SBrkr,1471,2,3,1,6,0,Detchd,440,3,2009,Normal,172500,2200
60,RL,10769,IR1,Lvl,1Fam,2Story,8,5,2007,GasA,Y,SBrkr,1768,2,3,1,7,0,Attchd,578,4,2009,Normal,212000,2634
60,RL,11616,IR1,Lvl,1Fam,2Story,6,5,1978,GasA,Y,SBrkr,1386,2,3,1,6,1,Attchd,440,4,2010,Abnorml,158900,2058
160,FV,2280,Reg,Lvl,Twnhs,2Story,7,5,1999,GasA,Y,SBrkr,1501,2,3,1,6,0,Detchd,440,8,2008,Normal,179400,2245
60,RL,12257,IR1,Lvl,1Fam,2Story,8,5,1995,GasA,Y,SBrkr,2531,2,4,1,9,1,Attchd,752,11,2007,Normal,290000,3849
20,RL,9100,Reg,Lvl,1Fam,1Story,6,6,1959,GasA,Y,SBrkr,864,1,2,1,5,0,Detchd,300,10,2009,Normal,127500,1728
30,RM,6911,Reg,Lvl,1Fam,1Story,5,5,1924,GasA,Y,SBrkr,1301,1,2,1,5,0,Detchd,440,10,2009,Normal,100000,2446
60,FV,8640,Reg,Lvl,1Fam,2Story,7,5,2009,GasA,Y,SBrkr,1547,2,3,1,7,0,Attchd,614,6,2010,Normal,215200,2303
60,RL,9430,Reg,Lvl,1Fam,2Story,8,5,1999,GasA,Y,SBrkr,2365,2,3,1,8,1,Attchd,856,7,2009,Normal,337000,3617
120,RL,9549,IR1,Lvl,TwnhsE,1Story,8,5,1995,GasA,Y,SBrkr,1494,1,2,1,6,1,Attchd,481,4,2006,Normal,270000,2988
20,RL,14587,IR1,Lvl,1Fam,1Story,9,5,2008,GasA,Y,SBrkr,1506,2,2,1,6,1,Attchd,592,8,2008,Partial,264132,3004
60,RL,10421,Reg,Lvl,1Fam,2Story,7,5,1988,GasA,Y,SBrkr,1714,2,3,1,7,1,Attchd,496,3,2010,Normal,196500,2694
50,RL,12508,IR1,Lvl,1Fam,1.5Fin,6,7,1940,GasA,Y,SBrkr,1750,2,4,1,7,0,Attchd,423,7,2008,Normal,160000,2733
20,RL,9100,Reg,Lvl,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1836,2,3,1,8,1,Attchd,484,10,2006,Normal,216837,3696
60,RL,53504,IR2,HLS,1Fam,2Story,8,5,2003,GasA,Y,SBrkr,3279,3,4,1,12,1,BuiltIn,841,6,2010,Normal,538000,4929
85,RL,7252,IR1,Lvl,1Fam,SFoyer,5,5,1982,GasA,Y,SBrkr,858,1,2,1,5,0,Detchd,576,4,2009,Normal,134900,1716
20,RL,8877,Reg,Lvl,1Fam,1Story,4,5,1951,GasA,Y,FuseF,1220,1,2,1,6,0,Detchd,396,4,2006,Normal,102000,2056
80,RL,7819,Reg,Lvl,1Fam,SLvl,6,5,1976,GasA,Y,SBrkr,1117,1,3,1,6,1,Detchd,672,3,2010,Abnorml,107000,2146
20,RL,10150,Reg,Lvl,1Fam,1Story,5,5,1958,GasA,Y,FuseA,912,1,2,1,5,0,Attchd,275,7,2007,Normal,114500,1824
20,RL,14226,Reg,Lvl,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1973,2,3,1,9,1,Attchd,895,7,2007,Partial,395000,3908
120,RM,4500,Reg,Lvl,TwnhsE,1Story,6,5,1998,GasA,Y,SBrkr,1204,2,2,1,5,0,Attchd,412,6,2009,Normal,162000,2408
20,RL,11210,IR1,Lvl,1Fam,1Story,7,5,2005,GasA,Y,SBrkr,1614,2,3,1,7,0,Attchd,865,7,2006,Partial,221500,3228
20,RL,13350,IR1,Lvl,1Fam,1Story,5,5,1974,GasA,Y,SBrkr,894,1,3,1,5,1,Attchd,440,6,2006,Normal,142500,1758
90,RH,8400,Reg,Lvl,Duplex,1Story,5,5,1977,GasA,Y,SBrkr,2020,2,4,2,10,2,Detchd,630,10,2007,Normal,144000,2020
90,RL,10530,Reg,Lvl,Duplex,SFoyer,6,5,1977,GasA,Y,SBrkr,1004,1,2,1,4,0,Attchd,504,5,2006,Normal,135000,1979
20,RL,7875,Reg,Lvl,1Fam,1Story,7,5,1995,GasA,Y,SBrkr,1253,2,3,1,6,1,Attchd,402,6,2007,Normal,176000,2490
60,RL,7153,Reg,Lvl,1Fam,2Story,6,5,1992,GasA,Y,SBrkr,1603,2,3,1,7,0,Attchd,484,7,2006,Normal,175900,2364
20,RL,16285,IR2,Lvl,1Fam,1Story,7,5,2001,GasA,Y,SBrkr,1430,2,3,1,6,0,Attchd,605,6,2009,Normal,187100,2843
85,RL,9101,IR1,Lvl,1Fam,SFoyer,5,6,1978,GasA,Y,SBrkr,1110,1,1,1,4,1,Attchd,602,7,2009,Normal,165500,2207
75,RM,6300,Reg,Lvl,1Fam,2.5Unf,6,6,1914,GasA,Y,SBrkr,1484,2,3,1,9,1,,0,6,2008,Normal,128000,2226
20,RL,9790,Reg,Lvl,1Fam,1Story,6,5,1967,GasA,Y,SBrkr,1342,2,3,1,7,1,Attchd,457,9,2009,Normal,161500,2714
50,RM,10800,Reg,Lvl,1Fam,1.5Fin,5,6,1915,GasA,Y,SBrkr,1652,2,4,1,7,0,Detchd,416,6,2010,Normal,139000,2338
60,RL,10142,IR1,Lvl,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,2084,2,4,1,8,0,BuiltIn,618,1,2010,Normal,233000,3040
20,RM,6000,Reg,Lvl,1Fam,1Story,4,7,1954,GasA,Y,SBrkr,901,1,2,1,4,0,Detchd,281,8,2008,Normal,107900,1802
60,RL,12205,IR1,Low,1Fam,2Story,6,8,1966,GasA,Y,SBrkr,2087,2,5,1,9,0,Attchd,444,7,2007,Normal,187500,2919
120,RL,3182,Reg,Lvl,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,1145,2,2,1,5,1,Attchd,397,9,2009,Normal,160200,2290
80,RL,11333,IR1,Lvl,1Fam,SLvl,6,5,1976,GasA,Y,SBrkr,1062,1,3,1,5,2,Attchd,539,5,2007,Normal,146800,2091
60,RL,9920,IR1,Lvl,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,2013,2,3,1,8,1,Attchd,455,6,2007,Normal,269790,3130
20,RL,9158,Reg,Lvl,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,1496,2,3,1,7,0,Attchd,474,6,2007,Partial,225000,2992
60,RL,10832,IR1,Lvl,1Fam,2Story,7,5,1994,GasA,Y,SBrkr,1895,2,3,1,7,1,Attchd,409,10,2008,Normal,194500,2607
60,RL,8400,Reg,Lvl,1Fam,2Story,6,6,1980,GasA,Y,SBrkr,1564,2,3,1,7,1,Attchd,476,4,2010,Normal,171000,2214
20,RL,8197,Reg,Lvl,1Fam,1Story,6,5,1977,GasA,Y,SBrkr,1285,1,3,1,7,1,Attchd,528,4,2007,Normal,143500,1945
20,RL,7677,Reg,Lvl,1Fam,1Story,5,5,1953,GasA,Y,SBrkr,773,1,2,1,4,0,Attchd,240,4,2008,Abnorml,110000,1546
60,RL,13518,Reg,Lvl,1Fam,2Story,9,5,2008,GasA,Y,SBrkr,3140,3,4,1,11,2,BuiltIn,820,7,2009,Partial,485000,5066
50,RL,7200,Reg,Lvl,1Fam,1.5Fin,5,7,1937,GasA,Y,SBrkr,1768,1,3,1,7,2,Detchd,240,6,2007,Normal,175000,2499
60,RL,12798,IR1,HLS,1Fam,2Story,6,5,1997,GasA,Y,SBrkr,1688,2,4,1,8,0,Attchd,603,5,2008,Normal,200000,2304
30,RM,4800,Reg,Lvl,1Fam,1Story,4,7,1916,GasA,Y,FuseA,1196,1,2,1,5,0,Detchd,440,7,2007,Normal,109900,2392
60,RL,8199,Reg,Lvl,1Fam,2Story,7,5,2005,GasA,Y,SBrkr,1456,2,3,1,7,1,Attchd,410,10,2008,Normal,189000,2184
60,RL,13891,Reg,Lvl,1Fam,2Story,9,5,2008,GasA,Y,SBrkr,2822,3,4,1,12,1,BuiltIn,1020,1,2009,Partial,582933,4556
20,RL,9000,Reg,Lvl,1Fam,1Story,5,5,1954,GasA,Y,SBrkr,1128,1,2,1,5,0,Attchd,286,6,2006,Family,118000,2064
20,RL,12274,IR1,Lvl,1Fam,1Story,7,5,2008,GasA,Y,SBrkr,1428,2,3,1,6,0,Attchd,554,7,2008,Partial,227680,2845
80,RL,9750,Reg,Lvl,1Fam,SLvl,5,5,1967,GasA,Y,SBrkr,980,2,3,1,6,0,Attchd,384,10,2006,Normal,135500,1960
70,RL,21384,Reg,Lvl,1Fam,2Story,5,6,1923,GasA,Y,SBrkr,1576,1,3,1,6,1,Attchd,528,5,2009,Normal,223500,2900
80,RL,13400,Reg,Lvl,1Fam,SLvl,5,5,1966,GasA,Y,SBrkr,1086,1,3,1,6,1,Attchd,484,6,2006,Normal,159950,2110
75,RM,8100,Reg,Lvl,1Fam,2.5Unf,5,5,1898,GasA,N,FuseA,2138,2,2,3,11,0,Detchd,360,11,2009,Normal,106000,2987
20,RL,10140,Reg,Lvl,1Fam,1Story,6,6,1974,GasA,Y,SBrkr,1309,1,3,1,5,1,Attchd,484,1,2006,Normal,181000,2349
120,RM,4438,Reg,Lvl,TwnhsE,1Story,6,5,2004,GasA,Y,SBrkr,848,1,1,1,4,1,Attchd,420,6,2008,Normal,144500,1696
20,C (all),8712,Reg,Bnk,1Fam,1Story,5,5,1952,GasA,N,FuseA,1044,1,2,1,4,0,Basment,504,6,2010,Alloca,55993,1584
20,RL,9750,Reg,Lvl,1Fam,1Story,6,6,1958,GasA,Y,SBrkr,1442,1,4,1,7,0,Attchd,301,4,2007,Normal,157900,2884
50,RL,8248,Reg,Lvl,1Fam,1.5Fin,5,7,1918,GasW,Y,SBrkr,1250,1,3,1,7,0,Detchd,280,7,2006,Normal,116000,1936
20,RL,12137,IR2,Lvl,1Fam,1Story,7,5,1998,GasA,Y,SBrkr,1661,2,3,1,6,0,Attchd,598,5,2010,Normal,224900,3310
20,RL,11425,IR1,Lvl,1Fam,1Story,5,6,1954,GasA,Y,SBrkr,1008,1,2,1,4,1,Attchd,275,7,2006,Normal,137000,2016
20,RL,13265,IR1,Lvl,1Fam,1Story,8,5,2002,GasA,Y,SBrkr,1689,2,3,1,7,2,Attchd,857,7,2008,Normal,271000,3257
80,RL,8816,Reg,Lvl,1Fam,SLvl,6,7,1971,GasA,Y,SBrkr,1052,1,3,1,6,0,Attchd,440,6,2010,Normal,155000,2062
120,RL,6371,IR1,Lvl,TwnhsE,1Story,7,5,2009,GasA,Y,SBrkr,1358,2,2,1,6,1,Attchd,484,6,2010,Partial,224000,2716
60,RL,7226,IR1,Lvl,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,1640,2,3,1,6,0,Attchd,595,6,2008,Normal,183000,2438
20,RM,6000,Reg,Bnk,2fmCon,1Story,4,4,1953,GasA,N,SBrkr,936,1,2,1,4,0,Detchd,576,2,2009,Normal,93000,1872
60,RL,12394,IR1,Lvl,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,1733,2,3,1,7,1,BuiltIn,433,10,2007,Family,225000,2580
50,RL,9900,Reg,Lvl,1Fam,1.5Fin,6,7,1940,GasA,Y,SBrkr,1489,2,3,1,7,1,Detchd,240,7,2009,Normal,139500,2267
20,FV,11216,Reg,Lvl,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1489,2,3,1,7,1,Attchd,776,6,2006,Partial,232600,2978
20,RL,14803,Reg,Lvl,1Fam,1Story,10,5,2007,GasA,Y,SBrkr,2084,2,2,1,7,1,Attchd,1220,6,2008,Partial,385000,4162
45,RM,6130,Reg,Lvl,1Fam,1.5Unf,5,6,1924,GasA,Y,SBrkr,784,1,2,1,5,0,,0,5,2008,Normal,109500,1568
20,RL,8529,IR1,Lvl,1Fam,1Story,7,5,2001,GasA,Y,SBrkr,1434,2,3,1,6,1,Attchd,527,4,2009,Normal,189000,2888
60,RL,28698,IR2,Low,1Fam,2Story,5,5,1967,GasA,Y,SBrkr,2126,2,3,1,7,0,Attchd,538,6,2009,Abnorml,185000,3139
160,FV,2544,Reg,Lvl,Twnhs,2Story,7,5,2005,GasA,Y,SBrkr,1223,2,2,1,4,0,Detchd,480,7,2006,Normal,147400,1743
20,RL,11900,IR1,Lvl,1Fam,1Story,6,5,1957,GasA,Y,FuseA,1392,1,3,1,6,2,Attchd,458,6,2008,Normal,166000,2784
160,FV,3180,Reg,Lvl,TwnhsE,2Story,7,5,2005,GasA,Y,SBrkr,1200,2,2,1,4,0,Detchd,480,6,2006,Normal,151000,1720
60,RL,9548,IR1,Lvl,1Fam,2Story,7,6,2003,GasA,Y,SBrkr,1829,2,3,1,7,1,Attchd,613,1,2010,Normal,237000,2770
20,RL,10004,Reg,Lvl,1Fam,1Story,6,6,1964,GasA,Y,SBrkr,1516,1,3,1,6,0,Attchd,472,2,2009,Normal,167000,3032
20,RL,7875,Reg,Lvl,1Fam,1Story,5,6,1961,GasA,Y,SBrkr,1144,1,3,1,6,0,Attchd,456,9,2008,Normal,139950,2288
20,RL,9600,Reg,Lvl,1Fam,1Story,4,7,1950,GasA,Y,SBrkr,1067,2,2,1,4,0,Attchd,436,2,2010,Normal,128000,2134
30,RM,8100,Reg,Lvl,1Fam,1Story,5,6,1948,GasA,Y,SBrkr,1559,1,2,1,5,0,Detchd,812,6,2007,Normal,153500,3118
160,RM,1680,Reg,Lvl,Twnhs,2Story,6,5,1973,GasA,Y,SBrkr,987,1,2,1,5,0,Detchd,264,11,2008,Normal,100000,1470
20,RL,9525,Reg,Lvl,1Fam,1Story,5,6,1995,GasA,Y,SBrkr,1099,1,3,1,6,0,Attchd,352,6,2008,Normal,144000,2198
50,RL,11767,Reg,Lvl,1Fam,1.5Fin,5,6,1946,GasA,Y,SBrkr,1200,1,3,1,6,0,Detchd,240,5,2008,Normal,130500,1968
70,RH,12155,IR1,Lvl,1Fam,2Story,6,8,1925,GasA,N,SBrkr,1482,2,4,1,7,0,Detchd,400,3,2008,Normal,140000,2154
70,RM,10440,Reg,Lvl,1Fam,2Story,5,8,1904,GasA,Y,SBrkr,1539,2,3,1,8,1,Detchd,686,6,2008,Normal,157500,2189
80,RL,9020,Reg,Lvl,1Fam,SLvl,6,7,1966,GasA,Y,SBrkr,1165,1,3,1,6,0,Attchd,490,5,2008,Normal,174900,2292
90,RL,8000,Reg,Lvl,Duplex,1Story,5,4,1961,GasA,N,SBrkr,1800,2,6,2,10,0,,0,7,2007,Normal,141000,3600
50,RM,12665,IR1,Lvl,1Fam,1.5Fin,5,8,1915,GasA,Y,SBrkr,1416,1,4,1,7,1,Detchd,720,6,2008,Normal,153900,2292
85,RL,16647,IR1,Lvl,1Fam,SFoyer,5,5,1975,GasA,Y,SBrkr,1701,2,3,1,6,2,Basment,611,1,2007,Normal,171000,3091
60,RL,9317,Reg,Lvl,1Fam,2Story,7,5,1993,GasA,Y,SBrkr,1775,2,3,1,7,1,Attchd,425,7,2009,Normal,213000,2515
20,RL,15523,IR1,Lvl,1Fam,1Story,5,6,1972,GasA,Y,SBrkr,864,1,3,1,5,1,Attchd,338,8,2009,Normal,133500,1728
